,Date,Price,Open,High,Low,Volume,Change(%)
458,25 Nov 2021,1525.95,1514.80,1533.30,1507.00,5125826,0.52%
459,24 Nov 2021,1518.05,1524.00,1536.35,1514.05,15401143,0.16%
460,23 Nov 2021,1515.55,1502.00,1527.80,1496.35,5617607,0.01%
461,22 Nov 2021,1515.35,1546.00,1552.70,1499.05,7630636,-1.56%
462,18 Nov 2021,1539.40,1526.05,1543.50,1525.25,4576437,0.56%
463,17 Nov 2021,1530.80,1536.90,1544.00,1528.50,3799439,-1.11%
464,16 Nov 2021,1548.00,1555.00,1557.20,1541.60,4122703,-0.59%
465,15 Nov 2021,1557.25,1562.10,1571.85,1554.40,4766797,0.27%
466,12 Nov 2021,1553.00,1550.00,1559.05,1545.05,7457046,0.30%
467,11 Nov 2021,1548.30,1550.05,1554.90,1535.60,3999702,-0.45%
468,10 Nov 2021,1555.25,1568.00,1569.00,1550.00,6857063,-1.08%
469,09 Nov 2021,1572.25,1594.60,1594.60,1569.05,6347738,-1.75%
470,08 Nov 2021,1600.25,1592.10,1604.70,1570.45,9471790,0.40%
471,04 Nov 2021,1593.95,1595.00,1597.85,1590.10,548404,0.79%
472,03 Nov 2021,1581.45,1605.10,1609.90,1575.55,5103669,-1.57%
473,02 Nov 2021,1606.75,1606.00,1622.00,1600.05,6618861,0.09%
474,01 Nov 2021,1605.30,1585.00,1611.00,1583.55,4061160,1.42%
475,29 Oct 2021,1582.85,1590.00,1602.00,1560.00,6203437,-0.67%
476,28 Oct 2021,1593.60,1650.00,1650.00,1587.15,8898875,-2.99%
477,27 Oct 2021,1642.80,1652.75,1665.05,1637.30,6624821,-0.60%
478,26 Oct 2021,1652.75,1650.00,1673.85,1646.35,6045328,-0.26%
479,25 Oct 2021,1657.00,1690.00,1690.00,1613.80,8213383,-1.41%
480,22 Oct 2021,1680.75,1680.10,1708.00,1670.75,6087777,0.27%
481,21 Oct 2021,1676.30,1671.80,1681.95,1660.85,4869095,0.15%
482,20 Oct 2021,1673.85,1689.10,1698.75,1664.45,5454284,-0.88%
483,19 Oct 2021,1688.70,1675.45,1692.45,1671.00,4493770,1.10%
484,18 Oct 2021,1670.30,1705.00,1725.00,1667.05,14428228,-1.01%
485,14 Oct 2021,1687.40,1638.00,1690.00,1638.00,7378644,2.93%
486,13 Oct 2021,1639.40,1637.00,1648.00,1630.00,3112822,0.60%
487,12 Oct 2021,1629.60,1625.00,1641.55,1625.00,4088473,-0.26%
488,11 Oct 2021,1633.80,1599.90,1645.00,1599.00,6540424,1.94%
489,08 Oct 2021,1602.65,1612.00,1622.00,1600.15,3622781,-0.49%
490,07 Oct 2021,1610.50,1626.60,1627.70,1607.00,5632862,-0.27%
491,06 Oct 2021,1614.90,1596.00,1626.85,1587.00,9300415,1.22%
492,05 Oct 2021,1595.45,1592.00,1597.50,1576.25,5128589,0.61%
493,04 Oct 2021,1585.75,1589.00,1601.35,1583.60,3525514,0.19%
494,01 Oct 2021,1582.70,1583.00,1589.00,1565.25,5564298,-0.77%
495,30 Sep 2021,1594.95,1586.00,1606.35,1583.10,7987674,0.07%
496,29 Sep 2021,1593.85,1597.00,1606.60,1585.15,8131518,-1.31%
497,28 Sep 2021,1615.05,1632.00,1632.00,1582.00,6386895,-0.62%
498,27 Sep 2021,1625.10,1615.70,1635.50,1608.00,8207731,1.47%
499,24 Sep 2021,1601.55,1579.00,1607.95,1575.00,10403351,2.01%
500,23 Sep 2021,1570.00,1542.00,1572.00,1542.00,6832152,2.37%
501,22 Sep 2021,1533.70,1549.00,1550.15,1530.00,5291101,-1.18%
502,21 Sep 2021,1551.95,1562.00,1568.65,1528.95,7387498,-0.51%
503,20 Sep 2021,1559.85,1564.00,1581.70,1558.00,4390805,-1.41%
504,17 Sep 2021,1582.15,1569.00,1589.00,1559.20,10249051,1.42%
505,16 Sep 2021,1559.95,1537.75,1564.30,1536.30,5130275,0.85%
506,15 Sep 2021,1546.80,1535.00,1554.80,1535.00,7411499,-0.11%
507,14 Sep 2021,1548.55,1560.00,1564.50,1546.60,4879253,-0.45%
508,13 Sep 2021,1555.55,1562.00,1584.00,1553.65,4479582,-0.83%
509,09 Sep 2021,1568.60,1574.00,1579.45,1561.00,4125474,-0.49%
510,08 Sep 2021,1576.40,1571.95,1580.50,1565.60,3362040,0.46%
511,07 Sep 2021,1569.25,1562.50,1582.00,1555.20,3622748,0.23%
512,06 Sep 2021,1565.70,1579.95,1580.95,1561.95,3938448,-0.66%
513,03 Sep 2021,1576.05,1586.10,1598.00,1568.30,5367667,-0.81%
514,02 Sep 2021,1589.00,1574.10,1592.00,1571.25,4809262,0.63%
515,01 Sep 2021,1579.10,1575.00,1598.00,1574.50,6211279,-0.15%
516,31 Aug 2021,1581.40,1563.50,1583.35,1562.20,6031288,0.84%
517,30 Aug 2021,1568.25,1555.60,1570.00,1551.60,4524583,1.28%
518,27 Aug 2021,1548.45,1552.00,1558.65,1545.25,3191069,-0.41%
519,26 Aug 2021,1554.80,1550.00,1571.00,1543.45,5559501,-0.17%
520,25 Aug 2021,1557.40,1552.10,1564.80,1548.00,3863987,-0.09%
521,24 Aug 2021,1558.85,1530.00,1564.50,1527.45,9190657,2.25%
522,23 Aug 2021,1524.60,1529.85,1533.15,1508.65,5421527,0.65%
523,20 Aug 2021,1514.75,1486.05,1519.80,1486.05,6575203,0.12%
524,18 Aug 2021,1513.00,1556.70,1565.35,1508.35,11492966,-0.11%
525,17 Aug 2021,1514.65,1517.20,1524.00,1505.30,4141333,-1.04%
526,16 Aug 2021,1530.60,1526.15,1535.00,1521.45,3126389,0.29%
527,13 Aug 2021,1526.20,1501.20,1531.00,1501.00,8329214,1.65%
528,12 Aug 2021,1501.40,1497.00,1507.60,1489.30,4298837,0.43%
529,11 Aug 2021,1494.95,1514.90,1518.85,1491.05,6292893,-0.84%
530,10 Aug 2021,1507.65,1489.00,1519.75,1489.00,7419173,0.25%
531,09 Aug 2021,1503.90,1492.00,1507.35,1476.00,5499024,0.75%
532,06 Aug 2021,1492.65,1483.55,1500.00,1474.00,6669635,0.53%
533,05 Aug 2021,1484.85,1467.10,1507.05,1457.40,9411204,1.33%
534,04 Aug 2021,1465.30,1441.00,1474.50,1440.00,11026974,2.13%
535,03 Aug 2021,1434.70,1410.00,1439.90,1410.00,6016560,0.85%
536,02 Aug 2021,1422.65,1435.00,1435.00,1416.25,6629393,-0.27%
537,30 Jul 2021,1426.45,1419.00,1431.75,1407.95,5827744,0.58%
538,29 Jul 2021,1418.25,1428.25,1429.95,1413.30,6851115,0.07%
539,28 Jul 2021,1417.30,1435.05,1438.70,1404.00,10335171,-1.56%
540,27 Jul 2021,1439.75,1436.10,1449.90,1436.10,11200715,0.36%
541,26 Jul 2021,1434.55,1430.00,1444.00,1428.10,6583583,-0.57%
542,23 Jul 2021,1442.75,1451.50,1457.45,1435.30,6563342,-0.41%
543,22 Jul 2021,1448.70,1456.10,1468.50,1445.00,6603557,0.38%
544,20 Jul 2021,1443.15,1442.00,1454.00,1436.15,12087125,-1.89%
545,19 Jul 2021,1471.00,1487.00,1488.85,1466.00,12555800,-3.37%
546,16 Jul 2021,1522.35,1527.95,1529.95,1518.80,2585314,0.11%
547,15 Jul 2021,1520.70,1505.00,1526.75,1499.65,5219401,1.44%
548,14 Jul 2021,1499.15,1497.50,1507.35,1491.10,4894247,-0.18%
549,13 Jul 2021,1501.85,1496.10,1506.10,1484.10,9089071,1.00%
550,12 Jul 2021,1487.00,1502.00,1502.00,1484.00,7229489,-1.00%
551,09 Jul 2021,1502.00,1512.55,1516.00,1497.50,5347921,-1.21%
552,08 Jul 2021,1520.45,1525.00,1537.70,1513.45,4210461,-1.24%
553,07 Jul 2021,1539.50,1534.00,1545.35,1527.70,4814595,0.31%
554,06 Jul 2021,1534.70,1497.00,1540.00,1496.00,8834516,2.62%
555,05 Jul 2021,1495.45,1489.95,1504.50,1484.55,3686941,1.02%
556,02 Jul 2021,1480.40,1485.00,1489.25,1477.00,7413518,-0.43%
557,01 Jul 2021,1486.75,1502.00,1502.00,1483.00,8455721,-0.74%
558,30 Jun 2021,1497.90,1498.00,1509.00,1494.10,4839511,-0.28%
559,29 Jun 2021,1502.05,1507.00,1508.20,1492.15,5485846,-0.42%
560,28 Jun 2021,1508.35,1520.00,1523.00,1505.00,4678393,-0.45%
561,25 Jun 2021,1515.10,1511.10,1522.00,1507.00,5191588,0.59%
562,24 Jun 2021,1506.25,1490.00,1513.45,1488.00,7392512,1.40%
563,23 Jun 2021,1485.50,1490.00,1497.80,1478.60,3922434,0.11%
564,22 Jun 2021,1483.80,1497.00,1508.00,1480.00,7183412,-0.33%
565,21 Jun 2021,1488.70,1461.35,1491.80,1459.00,3630236,0.60%
566,18 Jun 2021,1479.80,1469.50,1490.00,1455.00,5969030,0.93%
567,17 Jun 2021,1466.10,1466.00,1478.75,1460.00,4641901,-1.25%
568,16 Jun 2021,1484.60,1488.00,1494.00,1478.10,3851049,-0.38%
569,15 Jun 2021,1490.25,1486.00,1496.00,1474.80,3784801,0.73%
570,14 Jun 2021,1479.45,1478.25,1486.00,1462.55,4440982,-0.46%
571,11 Jun 2021,1486.35,1491.00,1496.55,1481.05,3602987,0.36%
572,10 Jun 2021,1481.05,1482.10,1489.00,1473.65,5741770,0.05%
573,09 Jun 2021,1480.30,1483.90,1502.00,1472.05,5111721,-0.19%
574,08 Jun 2021,1483.05,1496.55,1501.30,1481.50,4936270,-1.12%
575,07 Jun 2021,1499.85,1510.00,1514.00,1496.00,4045834,-0.07%
576,04 Jun 2021,1500.95,1516.00,1520.65,1499.20,4712238,-1.29%
577,03 Jun 2021,1520.55,1508.00,1524.95,1487.75,5143630,1.10%
578,02 Jun 2021,1504.00,1510.00,1510.20,1493.00,5312008,-0.51%
579,01 Jun 2021,1511.70,1520.30,1527.00,1507.25,5515081,-0.27%
580,31 May 2021,1515.85,1500.00,1519.50,1487.50,7830527,0.82%
581,28 May 2021,1503.45,1490.90,1513.00,1478.75,8875010,1.40%
582,27 May 2021,1482.65,1473.10,1489.00,1462.45,10219748,0.38%
583,26 May 2021,1477.05,1480.00,1487.00,1470.00,6141995,-0.13%
584,25 May 2021,1478.95,1510.50,1513.75,1470.50,9618487,-2.05%
585,24 May 2021,1509.95,1503.25,1520.45,1498.50,11073051,0.84%
586,21 May 2021,1497.30,1443.00,1501.90,1443.00,9670823,4.50%
587,20 May 2021,1432.80,1458.35,1465.90,1428.50,5342092,-1.74%
588,19 May 2021,1458.20,1470.20,1478.85,1452.55,5065458,-1.25%
589,18 May 2021,1476.70,1458.95,1482.75,1455.00,11082640,2.53%
590,17 May 2021,1440.25,1395.15,1442.60,1381.30,7560346,3.85%
591,14 May 2021,1386.85,1394.35,1398.90,1382.35,5302071,-0.90%
592,12 May 2021,1399.50,1399.75,1408.60,1388.85,6887463,-0.29%
593,11 May 2021,1403.55,1396.00,1424.20,1395.05,7259517,-1.15%
594,10 May 2021,1419.85,1427.00,1430.00,1412.80,5530025,0.36%
595,07 May 2021,1414.75,1412.95,1424.95,1410.25,6024167,0.99%
596,06 May 2021,1400.90,1407.60,1410.80,1395.00,5738522,-0.12%
597,05 May 2021,1402.60,1401.00,1409.60,1381.70,7210806,1.03%
598,04 May 2021,1388.35,1409.95,1423.00,1383.30,10743164,-1.85%
599,03 May 2021,1414.45,1393.00,1421.90,1377.30,11236850,0.15%
600,30 Apr 2021,1412.30,1445.00,1453.80,1407.50,17616451,-4.09%
601,29 Apr 2021,1472.50,1486.20,1503.65,1461.00,12039276,-0.29%
602,28 Apr 2021,1476.80,1436.25,1479.00,1431.00,12051970,2.65%
603,27 Apr 2021,1438.70,1407.25,1442.00,1404.80,10296453,2.41%
604,26 Apr 2021,1404.80,1413.00,1429.00,1402.75,15085476,-0.66%
605,23 Apr 2021,1414.15,1409.00,1434.60,1400.20,11356764,-0.59%
606,22 Apr 2021,1422.50,1380.00,1426.80,1371.05,19242656,2.24%
607,20 Apr 2021,1391.40,1425.00,1426.40,1383.95,11593135,-1.49%
608,19 Apr 2021,1412.40,1390.00,1417.70,1372.30,12034621,-1.14%
609,16 Apr 2021,1428.65,1434.95,1445.00,1423.50,7803263,-0.10%
610,15 Apr 2021,1430.10,1405.00,1436.70,1391.00,17222492,2.12%
611,13 Apr 2021,1400.35,1368.00,1406.45,1361.00,9300341,2.44%
612,12 Apr 2021,1367.05,1393.00,1399.00,1353.00,11274564,-3.85%
613,09 Apr 2021,1421.75,1426.00,1432.80,1415.10,14078908,-0.77%
614,08 Apr 2021,1432.80,1453.00,1460.90,1430.50,8806796,-1.00%
615,07 Apr 2021,1447.20,1439.30,1456.70,1421.55,12544090,0.48%
616,06 Apr 2021,1440.25,1460.00,1462.65,1432.65,7537867,-0.65%
617,05 Apr 2021,1449.60,1480.00,1485.00,1431.00,8003293,-2.50%
618,01 Apr 2021,1486.75,1499.40,1499.40,1465.00,17881881,-0.46%
619,31 Mar 2021,1493.65,1548.00,1548.00,1488.00,15387253,-3.86%
620,30 Mar 2021,1553.70,1506.65,1562.55,1501.55,12804032,4.18%
621,26 Mar 2021,1491.30,1494.00,1499.00,1474.00,6010629,1.91%
622,25 Mar 2021,1463.35,1490.20,1495.55,1450.25,11982178,-1.04%
623,24 Mar 2021,1478.80,1490.90,1506.45,1471.00,8184450,-1.42%
624,23 Mar 2021,1500.15,1470.00,1507.45,1469.10,9880714,2.11%
625,22 Mar 2021,1469.15,1494.90,1494.90,1460.40,7007816,-1.89%
626,19 Mar 2021,1497.50,1485.00,1511.20,1474.05,10617510,0.44%
627,18 Mar 2021,1491.00,1511.75,1522.05,1481.15,9032770,-0.29%
628,17 Mar 2021,1495.35,1524.25,1539.00,1490.20,10532214,-1.11%
629,16 Mar 2021,1512.15,1530.90,1540.40,1510.00,6861183,-1.08%
630,15 Mar 2021,1528.65,1548.40,1548.40,1515.30,6115242,-1.50%
631,12 Mar 2021,1551.95,1600.00,1600.00,1535.05,7815602,-0.24%
632,10 Mar 2021,1555.75,1572.00,1575.00,1552.15,5527508,-0.43%
633,09 Mar 2021,1562.50,1545.00,1565.70,1538.25,7533348,2.83%
634,08 Mar 2021,1519.50,1542.00,1555.00,1512.50,7558525,-0.69%
635,05 Mar 2021,1530.00,1531.00,1545.60,1521.10,8722911,-1.42%
636,04 Mar 2021,1552.05,1548.55,1571.00,1539.10,8145719,-2.19%
637,03 Mar 2021,1586.85,1584.00,1596.00,1565.00,5611205,1.19%
638,02 Mar 2021,1568.20,1575.70,1587.50,1551.00,8055019,0.60%
639,01 Mar 2021,1558.90,1564.00,1572.55,1540.70,6768009,1.60%
640,26 Feb 2021,1534.40,1587.05,1588.90,1521.00,13956423,-4.48%
641,25 Feb 2021,1606.40,1609.75,1636.25,1602.00,10054785,0.00%
642,24 Feb 2021,1606.45,1526.50,1613.95,1516.25,7157166,5.06%
643,23 Feb 2021,1529.15,1553.75,1557.70,1522.65,9119953,-1.22%
644,22 Feb 2021,1548.00,1545.05,1573.90,1539.45,14725919,0.58%
645,19 Feb 2021,1539.10,1545.00,1564.20,1533.00,8569754,-0.98%
646,18 Feb 2021,1554.30,1605.95,1605.95,1548.00,7360280,-2.03%
647,17 Feb 2021,1586.50,1620.00,1621.80,1583.00,6397213,-2.47%
648,16 Feb 2021,1626.65,1621.20,1641.00,1608.45,6948679,0.62%
649,15 Feb 2021,1616.60,1600.10,1625.00,1596.70,5177622,2.19%
650,12 Feb 2021,1581.95,1573.90,1592.50,1573.00,4955053,0.61%
651,11 Feb 2021,1572.35,1582.00,1597.80,1564.20,6824309,-0.59%
652,10 Feb 2021,1581.75,1608.35,1614.85,1567.00,9894003,-1.87%
653,09 Feb 2021,1611.85,1610.00,1628.00,1586.70,9210683,0.41%
654,08 Feb 2021,1605.25,1620.00,1631.65,1595.70,8723790,0.48%
655,05 Feb 2021,1597.60,1548.00,1618.25,1548.00,13527358,1.17%
656,04 Feb 2021,1579.10,1566.00,1588.00,1543.45,12242342,0.27%
657,03 Feb 2021,1574.80,1579.00,1581.70,1542.00,10118627,0.91%
658,02 Feb 2021,1560.55,1501.00,1578.50,1497.40,21210103,5.67%
659,01 Feb 2021,1476.75,1410.25,1482.50,1401.00,13185272,6.20%
660,29 Jan 2021,1390.50,1391.35,1408.75,1364.50,14352251,1.39%
661,28 Jan 2021,1371.45,1389.90,1401.30,1342.00,21352223,-2.71%
662,27 Jan 2021,1409.60,1468.00,1471.90,1406.15,11778138,-3.64%
663,25 Jan 2021,1462.85,1465.10,1481.00,1455.15,10172359,1.34%
664,22 Jan 2021,1443.55,1467.90,1467.90,1440.15,7696182,-2.12%
665,21 Jan 2021,1474.80,1492.00,1494.35,1468.15,13166527,-1.15%
666,20 Jan 2021,1492.00,1501.00,1501.00,1486.00,6673026,-0.79%
667,19 Jan 2021,1503.85,1491.80,1511.65,1467.00,8680127,1.40%
668,18 Jan 2021,1483.10,1469.90,1502.85,1467.00,21412816,1.12%
669,15 Jan 2021,1466.65,1469.10,1471.65,1445.00,7082618,-0.14%
670,14 Jan 2021,1468.75,1471.15,1488.00,1456.00,6148583,-0.13%
671,13 Jan 2021,1470.65,1492.90,1496.90,1462.10,8467325,-0.70%
672,12 Jan 2021,1481.00,1452.45,1487.70,1449.10,10194078,2.04%
673,11 Jan 2021,1451.45,1450.00,1464.90,1436.30,8665696,1.38%
674,08 Jan 2021,1431.65,1432.00,1442.00,1423.10,6884382,1.09%
675,07 Jan 2021,1416.25,1432.50,1432.60,1412.55,9947421,-0.30%
676,06 Jan 2021,1420.55,1435.00,1440.00,1413.10,11067025,-0.43%
677,05 Jan 2021,1426.70,1419.20,1430.75,1409.00,7193412,0.76%
